"preprocessing","split","age_category","imbalancing_method","predictor_method","define_recid_method","recidivism_prob"
"Method_B","6:4","age_cat_nij","Oversampling","final","3yr",0.0145309315272888
"Method_C","6:4","age_cat_nij","Oversampling","final","3yr",0.0145309315272888
"Method_A","7:3","age_cat_nij","Oversampling","final","3yr",0.0208473832781012
"Method_B","7:3","age_cat_nij","Oversampling","final","3yr",0.0208473832781012
"Method_C","7:3","age_cat_nij","Oversampling","final","3yr",0.0208473832781012
"Method_A","8:2","age_cat_nij","Oversampling","final","3yr",0.026530690601248
"Method_B","8:2","age_cat_nij","Oversampling","final","3yr",0.026530690601248
"Method_C","8:2","age_cat_nij","Oversampling","final","3yr",0.026530690601248
"Method_A","1:2","raw_age_year","Male Only","final","3yr",0.0971047374771503
"Method_B","1:2","raw_age_year","Male Only","final","3yr",0.0971047374771503
"Method_C","1:2","raw_age_year","Male Only","final","3yr",0.0971047374771503
"Method_A","6:4","raw_age_year","Male Only","final","3yr",0.103803594064141
"Method_B","6:4","raw_age_year","Male Only","final","3yr",0.103803594064141
"Method_C","6:4","raw_age_year","Male Only","final","3yr",0.103803594064141
"Method_A","7:3","raw_age_year","Male Only","final","3yr",0.104185308785558
"Method_B","7:3","raw_age_year","Male Only","final","3yr",0.104185308785558
"Method_C","7:3","raw_age_year","Male Only","final","3yr",0.104185308785558
"Method_A","8:2","raw_age_year","Male Only","final","3yr",0.0970425895631947
"Method_B","8:2","raw_age_year","Male Only","final","3yr",0.0970425895631947
"Method_C","8:2","raw_age_year","Male Only","final","3yr",0.0970425895631947
"Method_A","1:2","age_cat_compas","Male Only","final","3yr",0.0971047374771503
"Method_B","1:2","age_cat_compas","Male Only","final","3yr",0.0971047374771503
"Method_C","1:2","age_cat_compas","Male Only","final","3yr",0.0971047374771503
"Method_A","6:4","age_cat_compas","Male Only","final","3yr",0.103803594064141
"Method_B","6:4","age_cat_compas","Male Only","final","3yr",0.103803594064141
"Method_C","6:4","age_cat_compas","Male Only","final","3yr",0.103803594064141
"Method_A","7:3","age_cat_compas","Male Only","final","3yr",0.104185308785558
"Method_B","7:3","age_cat_compas","Male Only","final","3yr",0.104185308785558
"Method_C","7:3","age_cat_compas","Male Only","final","3yr",0.104185308785558
"Method_A","8:2","age_cat_compas","Male Only","final","3yr",0.0970425895631947
"Method_B","8:2","age_cat_compas","Male Only","final","3yr",0.0970425895631947
"Method_C","8:2","age_cat_compas","Male Only","final","3yr",0.0970425895631947
"Method_A","1:2","age_cat_nij","Male Only","final","3yr",0.0971047374771503
"Method_B","1:2","age_cat_nij","Male Only","final","3yr",0.0971047374771503
"Method_C","1:2","age_cat_nij","Male Only","final","3yr",0.0971047374771503
"Method_A","6:4","age_cat_nij","Male Only","final","3yr",0.103803594064141
"Method_B","6:4","age_cat_nij","Male Only","final","3yr",0.103803594064141
"Method_C","6:4","age_cat_nij","Male Only","final","3yr",0.103803594064141
"Method_A","7:3","age_cat_nij","Male Only","final","3yr",0.104185308785558
"Method_B","7:3","age_cat_nij","Male Only","final","3yr",0.104185308785558
"Method_C","7:3","age_cat_nij","Male Only","final","3yr",0.104185308785558
"Method_A","8:2","age_cat_nij","Male Only","final","3yr",0.0970425895631947
"Method_B","8:2","age_cat_nij","Male Only","final","3yr",0.0970425895631947
"Method_C","8:2","age_cat_nij","Male Only","final","3yr",0.0970425895631947
"Method_A","1:2","raw_age_year","Female Only","final","3yr",0.0390625283487271
"Method_B","1:2","raw_age_year","Female Only","final","3yr",0.0390625283487271
"Method_C","1:2","raw_age_year","Female Only","final","3yr",0.0390625283487271
"Method_A","6:4","raw_age_year","Female Only","final","3yr",0
"Method_B","6:4","raw_age_year","Female Only","final","3yr",0
"Method_C","6:4","raw_age_year","Female Only","final","3yr",0
"Method_A","7:3","raw_age_year","Female Only","final","3yr",0.000396937794599372
"Method_B","7:3","raw_age_year","Female Only","final","3yr",0.000396937794599372
"Method_C","7:3","raw_age_year","Female Only","final","3yr",0.000396937794599372
"Method_A","8:2","raw_age_year","Female Only","final","3yr",0.000525147545740179
"Method_B","8:2","raw_age_year","Female Only","final","3yr",0.000525147545740179
"Method_C","8:2","raw_age_year","Female Only","final","3yr",0.000525147545740179
"Method_A","1:2","age_cat_compas","Female Only","final","3yr",0.0390625283487271
"Method_B","1:2","age_cat_compas","Female Only","final","3yr",0.0390625283487271
"Method_C","1:2","age_cat_compas","Female Only","final","3yr",0.0390625283487271
"Method_A","6:4","age_cat_compas","Female Only","final","3yr",0
"Method_B","6:4","age_cat_compas","Female Only","final","3yr",0
"Method_C","6:4","age_cat_compas","Female Only","final","3yr",0
"Method_A","7:3","age_cat_compas","Female Only","final","3yr",0.000396937794599372
"Method_B","7:3","age_cat_compas","Female Only","final","3yr",0.000396937794599372
"Method_C","7:3","age_cat_compas","Female Only","final","3yr",0.000396937794599372
"Method_A","8:2","age_cat_compas","Female Only","final","3yr",0.000525147545740179
"Method_B","8:2","age_cat_compas","Female Only","final","3yr",0.000525147545740179
"Method_C","8:2","age_cat_compas","Female Only","final","3yr",0.000525147545740179
"Method_A","1:2","age_cat_nij","Female Only","final","3yr",0.0390625283487271
"Method_B","1:2","age_cat_nij","Female Only","final","3yr",0.0390625283487271
"Method_C","1:2","age_cat_nij","Female Only","final","3yr",0.0390625283487271
"Method_A","6:4","age_cat_nij","Female Only","final","3yr",0
"Method_B","6:4","age_cat_nij","Female Only","final","3yr",0
"Method_C","6:4","age_cat_nij","Female Only","final","3yr",0
"Method_A","7:3","age_cat_nij","Female Only","final","3yr",0.000396937794599372
"Method_B","7:3","age_cat_nij","Female Only","final","3yr",0.000396937794599372
"Method_C","7:3","age_cat_nij","Female Only","final","3yr",0.000396937794599372
"Method_A","8:2","age_cat_nij","Female Only","final","3yr",0.000525147545740179
"Method_B","8:2","age_cat_nij","Female Only","final","3yr",0.000525147545740179
"Method_C","8:2","age_cat_nij","Female Only","final","3yr",0.000525147545740179
"Method_A","1:2","raw_age_year","Weighting","final","3yr",0.0489193820172958
"Method_B","1:2","raw_age_year","Weighting","final","3yr",0.0489193820172958
"Method_C","1:2","raw_age_year","Weighting","final","3yr",0.0489193820172958
"Method_A","6:4","raw_age_year","Weighting","final","3yr",0.0303239124401268
"Method_B","6:4","raw_age_year","Weighting","final","3yr",0.0303239124401268
"Method_C","6:4","raw_age_year","Weighting","final","3yr",0.0303239124401268
"Method_A","7:3","raw_age_year","Weighting","final","3yr",0.0382231324723806
"Method_B","7:3","raw_age_year","Weighting","final","3yr",0.0382231324723806
"Method_C","7:3","raw_age_year","Weighting","final","3yr",0.0382231324723806
"Method_A","8:2","raw_age_year","Weighting","final","3yr",0.0416915824124233
"Method_B","8:2","raw_age_year","Weighting","final","3yr",0.0416915824124233
"Method_C","8:2","raw_age_year","Weighting","final","3yr",0.0416915824124233
"Method_A","1:2","age_cat_compas","Weighting","final","3yr",0.0489193820172958
"Method_B","1:2","age_cat_compas","Weighting","final","3yr",0.0489193820172958
"Method_C","1:2","age_cat_compas","Weighting","final","3yr",0.0489193820172958
"Method_A","6:4","age_cat_compas","Weighting","final","3yr",0.0303239124401268
"Method_B","6:4","age_cat_compas","Weighting","final","3yr",0.0303239124401268
"Method_C","6:4","age_cat_compas","Weighting","final","3yr",0.0303239124401268
"Method_A","7:3","age_cat_compas","Weighting","final","3yr",0.0382231324723806
"Method_B","7:3","age_cat_compas","Weighting","final","3yr",0.0382231324723806
"Method_C","7:3","age_cat_compas","Weighting","final","3yr",0.0382231324723806
"Method_A","8:2","age_cat_compas","Weighting","final","3yr",0.0416915824124233
"Method_B","8:2","age_cat_compas","Weighting","final","3yr",0.0416915824124233
"Method_C","8:2","age_cat_compas","Weighting","final","3yr",0.0416915824124233
"Method_A","1:2","age_cat_nij","Weighting","final","3yr",0.0489193820172958
"Method_B","1:2","age_cat_nij","Weighting","final","3yr",0.0489193820172958
"Method_C","1:2","age_cat_nij","Weighting","final","3yr",0.0489193820172958
"Method_A","6:4","age_cat_nij","Weighting","final","3yr",0.0303239124401268
"Method_B","6:4","age_cat_nij","Weighting","final","3yr",0.0303239124401268
"Method_C","6:4","age_cat_nij","Weighting","final","3yr",0.0303239124401268
"Method_A","7:3","age_cat_nij","Weighting","final","3yr",0.0382231324723806
"Method_B","7:3","age_cat_nij","Weighting","final","3yr",0.0382231324723806
"Method_C","7:3","age_cat_nij","Weighting","final","3yr",0.0382231324723806
"Method_A","8:2","age_cat_nij","Weighting","final","3yr",0.0416915824124233
"Method_B","8:2","age_cat_nij","Weighting","final","3yr",0.0416915824124233
"Method_C","8:2","age_cat_nij","Weighting","final","3yr",0.0416915824124233
"Method_A","1:2","raw_age_year","Undersampling","protected","3yr",0.143331916532142
"Method_B","1:2","raw_age_year","Undersampling","protected","3yr",0.143331916532142
"Method_C","1:2","raw_age_year","Undersampling","protected","3yr",0.143331916532142
"Method_A","6:4","raw_age_year","Undersampling","protected","3yr",0.100526946597688
"Method_B","6:4","raw_age_year","Undersampling","protected","3yr",0.100526946597688
"Method_C","6:4","raw_age_year","Undersampling","protected","3yr",0.100526946597688
"Method_A","7:3","raw_age_year","Undersampling","protected","3yr",0.130374449821525
"Method_B","7:3","raw_age_year","Undersampling","protected","3yr",0.130374449821525
"Method_C","7:3","raw_age_year","Undersampling","protected","3yr",0.130374449821525
"Method_A","8:2","raw_age_year","Undersampling","protected","3yr",0.151507221117197
"Method_B","8:2","raw_age_year","Undersampling","protected","3yr",0.151507221117197
"Method_C","8:2","raw_age_year","Undersampling","protected","3yr",0.151507221117197
"Method_A","1:2","age_cat_compas","Undersampling","protected","3yr",0.143331916532142
"Method_B","1:2","age_cat_compas","Undersampling","protected","3yr",0.143331916532142
"Method_C","1:2","age_cat_compas","Undersampling","protected","3yr",0.143331916532142
"Method_A","6:4","age_cat_compas","Undersampling","protected","3yr",0.100526946597688
"Method_B","6:4","age_cat_compas","Undersampling","protected","3yr",0.100526946597688
"Method_C","6:4","age_cat_compas","Undersampling","protected","3yr",0.100526946597688
"Method_A","7:3","age_cat_compas","Undersampling","protected","3yr",0.130374449821525
"Method_B","7:3","age_cat_compas","Undersampling","protected","3yr",0.130374449821525
"Method_C","7:3","age_cat_compas","Undersampling","protected","3yr",0.130374449821525
"Method_A","8:2","age_cat_compas","Undersampling","protected","3yr",0.151507221117197
"Method_B","8:2","age_cat_compas","Undersampling","protected","3yr",0.151507221117197
"Method_C","8:2","age_cat_compas","Undersampling","protected","3yr",0.151507221117197
"Method_A","1:2","age_cat_nij","Undersampling","protected","3yr",0.143331916532142
"Method_B","1:2","age_cat_nij","Undersampling","protected","3yr",0.143331916532142
"Method_C","1:2","age_cat_nij","Undersampling","protected","3yr",0.143331916532142
"Method_A","6:4","age_cat_nij","Undersampling","protected","3yr",0.100526946597688
"Method_B","6:4","age_cat_nij","Undersampling","protected","3yr",0.100526946597688
"Method_C","6:4","age_cat_nij","Undersampling","protected","3yr",0.100526946597688
"Method_A","7:3","age_cat_nij","Undersampling","protected","3yr",0.130374449821525
"Method_B","7:3","age_cat_nij","Undersampling","protected","3yr",0.130374449821525
"Method_C","7:3","age_cat_nij","Undersampling","protected","3yr",0.130374449821525
"Method_A","8:2","age_cat_nij","Undersampling","protected","3yr",0.151507221117197
"Method_B","8:2","age_cat_nij","Undersampling","protected","3yr",0.151507221117197
"Method_C","8:2","age_cat_nij","Undersampling","protected","3yr",0.151507221117197
"Method_A","1:2","raw_age_year","Oversampling","protected","3yr",0.178822861301311
"Method_B","1:2","raw_age_year","Oversampling","protected","3yr",0.178822861301311
"Method_C","1:2","raw_age_year","Oversampling","protected","3yr",0.178822861301311
"Method_A","6:4","raw_age_year","Oversampling","protected","3yr",0.13338554396489
"Method_B","6:4","raw_age_year","Oversampling","protected","3yr",0.13338554396489
"Method_C","6:4","raw_age_year","Oversampling","protected","3yr",0.13338554396489
"Method_A","7:3","raw_age_year","Oversampling","protected","3yr",0.159212848322038
"Method_B","7:3","raw_age_year","Oversampling","protected","3yr",0.159212848322038
"Method_C","7:3","raw_age_year","Oversampling","protected","3yr",0.159212848322038
"Method_A","8:2","raw_age_year","Oversampling","protected","3yr",0.173597609265962
"Method_B","8:2","raw_age_year","Oversampling","protected","3yr",0.173597609265962
"Method_C","8:2","raw_age_year","Oversampling","protected","3yr",0.173597609265962
"Method_A","1:2","age_cat_compas","Oversampling","protected","3yr",0.178822861301311
"Method_B","1:2","age_cat_compas","Oversampling","protected","3yr",0.178822861301311
"Method_C","1:2","age_cat_compas","Oversampling","protected","3yr",0.178822861301311
"Method_A","6:4","age_cat_compas","Oversampling","protected","3yr",0.13338554396489
"Method_B","6:4","age_cat_compas","Oversampling","protected","3yr",0.13338554396489
"Method_C","6:4","age_cat_compas","Oversampling","protected","3yr",0.13338554396489
"Method_A","7:3","age_cat_compas","Oversampling","protected","3yr",0.159212848322038
"Method_B","7:3","age_cat_compas","Oversampling","protected","3yr",0.159212848322038
"Method_C","7:3","age_cat_compas","Oversampling","protected","3yr",0.159212848322038
"Method_A","8:2","age_cat_compas","Oversampling","protected","3yr",0.173597609265962
"Method_B","8:2","age_cat_compas","Oversampling","protected","3yr",0.173597609265962
"Method_C","8:2","age_cat_compas","Oversampling","protected","3yr",0.173597609265962
"Method_A","1:2","age_cat_nij","Oversampling","protected","3yr",0.178822861301311
"Method_B","1:2","age_cat_nij","Oversampling","protected","3yr",0.178822861301311
"Method_C","1:2","age_cat_nij","Oversampling","protected","3yr",0.178822861301311
"Method_A","6:4","age_cat_nij","Oversampling","protected","3yr",0.13338554396489
"Method_B","6:4","age_cat_nij","Oversampling","protected","3yr",0.13338554396489
"Method_C","6:4","age_cat_nij","Oversampling","protected","3yr",0.13338554396489
"Method_A","7:3","age_cat_nij","Oversampling","protected","3yr",0.159212848322038
"Method_B","7:3","age_cat_nij","Oversampling","protected","3yr",0.159212848322038
"Method_C","7:3","age_cat_nij","Oversampling","protected","3yr",0.159212848322038
"Method_A","8:2","age_cat_nij","Oversampling","protected","3yr",0.173597609265962
"Method_B","8:2","age_cat_nij","Oversampling","protected","3yr",0.173597609265962
"Method_C","8:2","age_cat_nij","Oversampling","protected","3yr",0.173597609265962
"Method_A","1:2","raw_age_year","Male Only","protected","3yr",0.229584224556212
"Method_B","1:2","raw_age_year","Male Only","protected","3yr",0.229584224556212
"Method_C","1:2","raw_age_year","Male Only","protected","3yr",0.229584224556212
"Method_A","6:4","raw_age_year","Male Only","protected","3yr",0.24246517675002
"Method_B","6:4","raw_age_year","Male Only","protected","3yr",0.24246517675002
"Method_C","6:4","raw_age_year","Male Only","protected","3yr",0.24246517675002
"Method_A","7:3","raw_age_year","Male Only","protected","3yr",0.249273375216205
"Method_B","7:3","raw_age_year","Male Only","protected","3yr",0.249273375216205
"Method_C","7:3","raw_age_year","Male Only","protected","3yr",0.249273375216205
"Method_A","8:2","raw_age_year","Male Only","protected","3yr",0.235631095572869
"Method_B","8:2","raw_age_year","Male Only","protected","3yr",0.235631095572869
"Method_C","8:2","raw_age_year","Male Only","protected","3yr",0.235631095572869
"Method_A","1:2","age_cat_compas","Male Only","protected","3yr",0.229584224556212
"Method_B","1:2","age_cat_compas","Male Only","protected","3yr",0.229584224556212
"Method_C","1:2","age_cat_compas","Male Only","protected","3yr",0.229584224556212
"Method_A","6:4","age_cat_compas","Male Only","protected","3yr",0.24246517675002
"Method_B","6:4","age_cat_compas","Male Only","protected","3yr",0.24246517675002
"Method_C","6:4","age_cat_compas","Male Only","protected","3yr",0.24246517675002
"Method_A","7:3","age_cat_compas","Male Only","protected","3yr",0.249273375216205
"Method_B","7:3","age_cat_compas","Male Only","protected","3yr",0.249273375216205
"Method_C","7:3","age_cat_compas","Male Only","protected","3yr",0.249273375216205
"Method_A","8:2","age_cat_compas","Male Only","protected","3yr",0.235631095572869
"Method_B","8:2","age_cat_compas","Male Only","protected","3yr",0.235631095572869
"Method_C","8:2","age_cat_compas","Male Only","protected","3yr",0.235631095572869
"Method_A","1:2","age_cat_nij","Male Only","protected","3yr",0.229584224556212
"Method_B","1:2","age_cat_nij","Male Only","protected","3yr",0.229584224556212
"Method_C","1:2","age_cat_nij","Male Only","protected","3yr",0.229584224556212
"Method_A","6:4","age_cat_nij","Male Only","protected","3yr",0.24246517675002
"Method_B","6:4","age_cat_nij","Male Only","protected","3yr",0.24246517675002
"Method_C","6:4","age_cat_nij","Male Only","protected","3yr",0.24246517675002
"Method_A","7:3","age_cat_nij","Male Only","protected","3yr",0.249273375216205
"Method_B","7:3","age_cat_nij","Male Only","protected","3yr",0.249273375216205
"Method_C","7:3","age_cat_nij","Male Only","protected","3yr",0.249273375216205
"Method_A","8:2","age_cat_nij","Male Only","protected","3yr",0.235631095572869
"Method_B","8:2","age_cat_nij","Male Only","protected","3yr",0.235631095572869
"Method_C","8:2","age_cat_nij","Male Only","protected","3yr",0.235631095572869
"Method_A","1:2","raw_age_year","Female Only","protected","3yr",0.143369517373956
"Method_B","1:2","raw_age_year","Female Only","protected","3yr",0.143369517373956
"Method_C","1:2","raw_age_year","Female Only","protected","3yr",0.143369517373956
"Method_A","6:4","raw_age_year","Female Only","protected","3yr",0.0345325701951545
"Method_B","6:4","raw_age_year","Female Only","protected","3yr",0.0345325701951545
"Method_C","6:4","raw_age_year","Female Only","protected","3yr",0.0345325701951545
"Method_A","7:3","raw_age_year","Female Only","protected","3yr",0.0879498931875967
"Method_B","7:3","raw_age_year","Female Only","protected","3yr",0.0879498931875967
"Method_C","7:3","raw_age_year","Female Only","protected","3yr",0.0879498931875967
"Method_A","8:2","raw_age_year","Female Only","protected","3yr",0.12764634062952
"Method_B","8:2","raw_age_year","Female Only","protected","3yr",0.12764634062952
"Method_C","8:2","raw_age_year","Female Only","protected","3yr",0.12764634062952
"Method_A","1:2","age_cat_compas","Female Only","protected","3yr",0.143369517373956
"Method_B","1:2","age_cat_compas","Female Only","protected","3yr",0.143369517373956
"Method_C","1:2","age_cat_compas","Female Only","protected","3yr",0.143369517373956
"Method_A","6:4","age_cat_compas","Female Only","protected","3yr",0.0345325701951545
"Method_B","6:4","age_cat_compas","Female Only","protected","3yr",0.0345325701951545
"Method_C","6:4","age_cat_compas","Female Only","protected","3yr",0.0345325701951545
"Method_A","7:3","age_cat_compas","Female Only","protected","3yr",0.0879498931875967
"Method_B","7:3","age_cat_compas","Female Only","protected","3yr",0.0879498931875967
"Method_C","7:3","age_cat_compas","Female Only","protected","3yr",0.0879498931875967
"Method_A","8:2","age_cat_compas","Female Only","protected","3yr",0.12764634062952
"Method_B","8:2","age_cat_compas","Female Only","protected","3yr",0.12764634062952
"Method_C","8:2","age_cat_compas","Female Only","protected","3yr",0.12764634062952
"Method_A","1:2","age_cat_nij","Female Only","protected","3yr",0.143369517373956
"Method_B","1:2","age_cat_nij","Female Only","protected","3yr",0.143369517373956
"Method_C","1:2","age_cat_nij","Female Only","protected","3yr",0.143369517373956
"Method_A","6:4","age_cat_nij","Female Only","protected","3yr",0.0345325701951545
"Method_B","6:4","age_cat_nij","Female Only","protected","3yr",0.0345325701951545
"Method_C","6:4","age_cat_nij","Female Only","protected","3yr",0.0345325701951545
"Method_A","7:3","age_cat_nij","Female Only","protected","3yr",0.0879498931875967
"Method_B","7:3","age_cat_nij","Female Only","protected","3yr",0.0879498931875967
"Method_C","7:3","age_cat_nij","Female Only","protected","3yr",0.0879498931875967
"Method_A","8:2","age_cat_nij","Female Only","protected","3yr",0.12764634062952
"Method_B","8:2","age_cat_nij","Female Only","protected","3yr",0.12764634062952
"Method_C","8:2","age_cat_nij","Female Only","protected","3yr",0.12764634062952
"Method_A","1:2","raw_age_year","Weighting","protected","3yr",0.222295723645732
"Method_B","1:2","raw_age_year","Weighting","protected","3yr",0.222295723645732
"Method_C","1:2","raw_age_year","Weighting","protected","3yr",0.222295723645732
"Method_A","6:4","raw_age_year","Weighting","protected","3yr",0.228901619223642
"Method_B","6:4","raw_age_year","Weighting","protected","3yr",0.228901619223642
"Method_C","6:4","raw_age_year","Weighting","protected","3yr",0.228901619223642
"Method_A","7:3","raw_age_year","Weighting","protected","3yr",0.238309692438039
"Method_B","7:3","raw_age_year","Weighting","protected","3yr",0.238309692438039
"Method_C","7:3","raw_age_year","Weighting","protected","3yr",0.238309692438039
"Method_A","8:2","raw_age_year","Weighting","protected","3yr",0.227215358213292
"Method_B","8:2","raw_age_year","Weighting","protected","3yr",0.227215358213292
"Method_C","8:2","raw_age_year","Weighting","protected","3yr",0.227215358213292
"Method_A","1:2","age_cat_compas","Weighting","protected","3yr",0.222295723645732
"Method_B","1:2","age_cat_compas","Weighting","protected","3yr",0.222295723645732
"Method_C","1:2","age_cat_compas","Weighting","protected","3yr",0.222295723645732
"Method_A","6:4","age_cat_compas","Weighting","protected","3yr",0.228901619223642
"Method_B","6:4","age_cat_compas","Weighting","protected","3yr",0.228901619223642
"Method_C","6:4","age_cat_compas","Weighting","protected","3yr",0.228901619223642
"Method_A","7:3","age_cat_compas","Weighting","protected","3yr",0.238309692438039
"Method_B","7:3","age_cat_compas","Weighting","protected","3yr",0.238309692438039
"Method_C","7:3","age_cat_compas","Weighting","protected","3yr",0.238309692438039
"Method_A","8:2","age_cat_compas","Weighting","protected","3yr",0.227215358213292
"Method_B","8:2","age_cat_compas","Weighting","protected","3yr",0.227215358213292
"Method_C","8:2","age_cat_compas","Weighting","protected","3yr",0.227215358213292
"Method_A","1:2","age_cat_nij","Weighting","protected","3yr",0.222295723645732
"Method_B","1:2","age_cat_nij","Weighting","protected","3yr",0.222295723645732
"Method_C","1:2","age_cat_nij","Weighting","protected","3yr",0.222295723645732
"Method_A","6:4","age_cat_nij","Weighting","protected","3yr",0.228901619223642
"Method_B","6:4","age_cat_nij","Weighting","protected","3yr",0.228901619223642
"Method_C","6:4","age_cat_nij","Weighting","protected","3yr",0.228901619223642
"Method_A","7:3","age_cat_nij","Weighting","protected","3yr",0.238309692438039
"Method_B","7:3","age_cat_nij","Weighting","protected","3yr",0.238309692438039
"Method_C","7:3","age_cat_nij","Weighting","protected","3yr",0.238309692438039
"Method_A","8:2","age_cat_nij","Weighting","protected","3yr",0.227215358213292
"Method_B","8:2","age_cat_nij","Weighting","protected","3yr",0.227215358213292
"Method_C","8:2","age_cat_nij","Weighting","protected","3yr",0.227215358213292
"Method_A","1:2","raw_age_year","Undersampling","full","4yr",0.0442040072320823
"Method_B","1:2","raw_age_year","Undersampling","full","4yr",0.0442040072320823
"Method_C","1:2","raw_age_year","Undersampling","full","4yr",0.0442040072320823
"Method_A","6:4","raw_age_year","Undersampling","full","4yr",0.0139423741197578
"Method_B","6:4","raw_age_year","Undersampling","full","4yr",0.0139423741197578
"Method_C","6:4","raw_age_year","Undersampling","full","4yr",0.0139423741197578
"Method_A","7:3","raw_age_year","Undersampling","full","4yr",0.0146549562312563
"Method_B","7:3","raw_age_year","Undersampling","full","4yr",0.0146549562312563
"Method_C","7:3","raw_age_year","Undersampling","full","4yr",0.0146549562312563
"Method_A","8:2","raw_age_year","Undersampling","full","4yr",0.00703559902135587
"Method_B","8:2","raw_age_year","Undersampling","full","4yr",0.00703559902135587
"Method_C","8:2","raw_age_year","Undersampling","full","4yr",0.00703559902135587
"Method_A","1:2","age_cat_compas","Undersampling","full","4yr",0.0442040072320823
"Method_B","1:2","age_cat_compas","Undersampling","full","4yr",0.0442040072320823
"Method_C","1:2","age_cat_compas","Undersampling","full","4yr",0.0442040072320823
"Method_A","6:4","age_cat_compas","Undersampling","full","4yr",0.0139423741197578
"Method_B","6:4","age_cat_compas","Undersampling","full","4yr",0.0139423741197578
"Method_C","6:4","age_cat_compas","Undersampling","full","4yr",0.0139423741197578
"Method_A","7:3","age_cat_compas","Undersampling","full","4yr",0.0146549562312563
"Method_B","7:3","age_cat_compas","Undersampling","full","4yr",0.0146549562312563
"Method_C","7:3","age_cat_compas","Undersampling","full","4yr",0.0146549562312563
"Method_A","8:2","age_cat_compas","Undersampling","full","4yr",0.00703559902135587
"Method_B","8:2","age_cat_compas","Undersampling","full","4yr",0.00703559902135587
"Method_C","8:2","age_cat_compas","Undersampling","full","4yr",0.00703559902135587
"Method_A","1:2","age_cat_nij","Undersampling","full","4yr",0.0442040072320823
"Method_B","1:2","age_cat_nij","Undersampling","full","4yr",0.0442040072320823
"Method_C","1:2","age_cat_nij","Undersampling","full","4yr",0.0442040072320823
"Method_A","6:4","age_cat_nij","Undersampling","full","4yr",0.0139423741197578
"Method_B","6:4","age_cat_nij","Undersampling","full","4yr",0.0139423741197578
"Method_C","6:4","age_cat_nij","Undersampling","full","4yr",0.0139423741197578
"Method_A","7:3","age_cat_nij","Undersampling","full","4yr",0.0146549562312563
"Method_B","7:3","age_cat_nij","Undersampling","full","4yr",0.0146549562312563
"Method_C","7:3","age_cat_nij","Undersampling","full","4yr",0.0146549562312563
"Method_A","8:2","age_cat_nij","Undersampling","full","4yr",0.00703559902135587
"Method_B","8:2","age_cat_nij","Undersampling","full","4yr",0.00703559902135587
"Method_C","8:2","age_cat_nij","Undersampling","full","4yr",0.00703559902135587
"Method_A","1:2","raw_age_year","Oversampling","full","4yr",0.0464636166000489
"Method_B","1:2","raw_age_year","Oversampling","full","4yr",0.0464636166000489
"Method_C","1:2","raw_age_year","Oversampling","full","4yr",0.0464636166000489
"Method_A","6:4","raw_age_year","Oversampling","full","4yr",0.0149897598130748
"Method_B","6:4","raw_age_year","Oversampling","full","4yr",0.0149897598130748
"Method_C","6:4","raw_age_year","Oversampling","full","4yr",0.0149897598130748
"Method_A","7:3","raw_age_year","Oversampling","full","4yr",0.0253896298505248
"Method_B","7:3","raw_age_year","Oversampling","full","4yr",0.0253896298505248
"Method_C","7:3","raw_age_year","Oversampling","full","4yr",0.0253896298505248
"Method_A","8:2","raw_age_year","Oversampling","full","4yr",0.0282160466717845
"Method_B","8:2","raw_age_year","Oversampling","full","4yr",0.0282160466717845
"Method_C","8:2","raw_age_year","Oversampling","full","4yr",0.0282160466717845
"Method_A","1:2","age_cat_compas","Oversampling","full","4yr",0.0464636166000489
"Method_B","1:2","age_cat_compas","Oversampling","full","4yr",0.0464636166000489
"Method_C","1:2","age_cat_compas","Oversampling","full","4yr",0.0464636166000489
"Method_A","6:4","age_cat_compas","Oversampling","full","4yr",0.0149897598130748
"Method_B","6:4","age_cat_compas","Oversampling","full","4yr",0.0149897598130748
"Method_C","6:4","age_cat_compas","Oversampling","full","4yr",0.0149897598130748
"Method_A","7:3","age_cat_compas","Oversampling","full","4yr",0.0253896298505248
"Method_B","7:3","age_cat_compas","Oversampling","full","4yr",0.0253896298505248
"Method_C","7:3","age_cat_compas","Oversampling","full","4yr",0.0253896298505248
"Method_A","8:2","age_cat_compas","Oversampling","full","4yr",0.0282160466717845
"Method_B","8:2","age_cat_compas","Oversampling","full","4yr",0.0282160466717845
"Method_C","8:2","age_cat_compas","Oversampling","full","4yr",0.0282160466717845
"Method_A","1:2","age_cat_nij","Oversampling","full","4yr",0.0464636166000489
"Method_B","1:2","age_cat_nij","Oversampling","full","4yr",0.0464636166000489
"Method_C","1:2","age_cat_nij","Oversampling","full","4yr",0.0464636166000489
"Method_A","6:4","age_cat_nij","Oversampling","full","4yr",0.0149897598130748
"Method_B","6:4","age_cat_nij","Oversampling","full","4yr",0.0149897598130748
"Method_C","6:4","age_cat_nij","Oversampling","full","4yr",0.0149897598130748
"Method_A","7:3","age_cat_nij","Oversampling","full","4yr",0.0253896298505248
"Method_B","7:3","age_cat_nij","Oversampling","full","4yr",0.0253896298505248
"Method_C","7:3","age_cat_nij","Oversampling","full","4yr",0.0253896298505248
"Method_A","8:2","age_cat_nij","Oversampling","full","4yr",0.0282160466717845
"Method_B","8:2","age_cat_nij","Oversampling","full","4yr",0.0282160466717845
"Method_C","8:2","age_cat_nij","Oversampling","full","4yr",0.0282160466717845
