"preprocessing","split","age_category","imbalancing_method","predictor_method","define_recid_method","recidivism_prob"
"Method_B","6:4","raw_age_year","Undersampling","protected","1yr",0.0382752643900468
"Method_C","6:4","raw_age_year","Undersampling","protected","1yr",0.0382752643900468
"Method_A","7:3","raw_age_year","Undersampling","protected","1yr",0.0546439271427659
"Method_B","7:3","raw_age_year","Undersampling","protected","1yr",0.0546439271427659
"Method_C","7:3","raw_age_year","Undersampling","protected","1yr",0.0546439271427659
"Method_A","8:2","raw_age_year","Undersampling","protected","1yr",0.0553067583606067
"Method_B","8:2","raw_age_year","Undersampling","protected","1yr",0.0553067583606067
"Method_C","8:2","raw_age_year","Undersampling","protected","1yr",0.0553067583606067
"Method_A","1:2","age_cat_compas","Undersampling","protected","1yr",0.0388814706005629
"Method_B","1:2","age_cat_compas","Undersampling","protected","1yr",0.0388814706005629
"Method_C","1:2","age_cat_compas","Undersampling","protected","1yr",0.0388814706005629
"Method_A","6:4","age_cat_compas","Undersampling","protected","1yr",0.0382752643900468
"Method_B","6:4","age_cat_compas","Undersampling","protected","1yr",0.0382752643900468
"Method_C","6:4","age_cat_compas","Undersampling","protected","1yr",0.0382752643900468
"Method_A","7:3","age_cat_compas","Undersampling","protected","1yr",0.0546439271427659
"Method_B","7:3","age_cat_compas","Undersampling","protected","1yr",0.0546439271427659
"Method_C","7:3","age_cat_compas","Undersampling","protected","1yr",0.0546439271427659
"Method_A","8:2","age_cat_compas","Undersampling","protected","1yr",0.0553067583606067
"Method_B","8:2","age_cat_compas","Undersampling","protected","1yr",0.0553067583606067
"Method_C","8:2","age_cat_compas","Undersampling","protected","1yr",0.0553067583606067
"Method_A","1:2","age_cat_nij","Undersampling","protected","1yr",0.0388814706005629
"Method_B","1:2","age_cat_nij","Undersampling","protected","1yr",0.0388814706005629
"Method_C","1:2","age_cat_nij","Undersampling","protected","1yr",0.0388814706005629
"Method_A","6:4","age_cat_nij","Undersampling","protected","1yr",0.0382752643900468
"Method_B","6:4","age_cat_nij","Undersampling","protected","1yr",0.0382752643900468
"Method_C","6:4","age_cat_nij","Undersampling","protected","1yr",0.0382752643900468
"Method_A","7:3","age_cat_nij","Undersampling","protected","1yr",0.0546439271427659
"Method_B","7:3","age_cat_nij","Undersampling","protected","1yr",0.0546439271427659
"Method_C","7:3","age_cat_nij","Undersampling","protected","1yr",0.0546439271427659
"Method_A","8:2","age_cat_nij","Undersampling","protected","1yr",0.0553067583606067
"Method_B","8:2","age_cat_nij","Undersampling","protected","1yr",0.0553067583606067
"Method_C","8:2","age_cat_nij","Undersampling","protected","1yr",0.0553067583606067
"Method_A","1:2","raw_age_year","Oversampling","protected","1yr",0.0692009054043021
"Method_B","1:2","raw_age_year","Oversampling","protected","1yr",0.0692009054043021
"Method_C","1:2","raw_age_year","Oversampling","protected","1yr",0.0692009054043021
"Method_A","6:4","raw_age_year","Oversampling","protected","1yr",0.054691356153871
"Method_B","6:4","raw_age_year","Oversampling","protected","1yr",0.054691356153871
"Method_C","6:4","raw_age_year","Oversampling","protected","1yr",0.054691356153871
"Method_A","7:3","raw_age_year","Oversampling","protected","1yr",0.0686443054975857
"Method_B","7:3","raw_age_year","Oversampling","protected","1yr",0.0686443054975857
"Method_C","7:3","raw_age_year","Oversampling","protected","1yr",0.0686443054975857
"Method_A","8:2","raw_age_year","Oversampling","protected","1yr",0.0696497599591946
"Method_B","8:2","raw_age_year","Oversampling","protected","1yr",0.0696497599591946
"Method_C","8:2","raw_age_year","Oversampling","protected","1yr",0.0696497599591946
"Method_A","1:2","age_cat_compas","Oversampling","protected","1yr",0.0692009054043021
"Method_B","1:2","age_cat_compas","Oversampling","protected","1yr",0.0692009054043021
"Method_C","1:2","age_cat_compas","Oversampling","protected","1yr",0.0692009054043021
"Method_A","6:4","age_cat_compas","Oversampling","protected","1yr",0.054691356153871
"Method_B","6:4","age_cat_compas","Oversampling","protected","1yr",0.054691356153871
"Method_C","6:4","age_cat_compas","Oversampling","protected","1yr",0.054691356153871
"Method_A","7:3","age_cat_compas","Oversampling","protected","1yr",0.0686443054975857
"Method_B","7:3","age_cat_compas","Oversampling","protected","1yr",0.0686443054975857
"Method_C","7:3","age_cat_compas","Oversampling","protected","1yr",0.0686443054975857
"Method_A","8:2","age_cat_compas","Oversampling","protected","1yr",0.0696497599591946
"Method_B","8:2","age_cat_compas","Oversampling","protected","1yr",0.0696497599591946
"Method_C","8:2","age_cat_compas","Oversampling","protected","1yr",0.0696497599591946
"Method_A","1:2","age_cat_nij","Oversampling","protected","1yr",0.0692009054043021
"Method_B","1:2","age_cat_nij","Oversampling","protected","1yr",0.0692009054043021
"Method_C","1:2","age_cat_nij","Oversampling","protected","1yr",0.0692009054043021
"Method_A","6:4","age_cat_nij","Oversampling","protected","1yr",0.054691356153871
"Method_B","6:4","age_cat_nij","Oversampling","protected","1yr",0.054691356153871
"Method_C","6:4","age_cat_nij","Oversampling","protected","1yr",0.054691356153871
"Method_A","7:3","age_cat_nij","Oversampling","protected","1yr",0.0686443054975857
"Method_B","7:3","age_cat_nij","Oversampling","protected","1yr",0.0686443054975857
"Method_C","7:3","age_cat_nij","Oversampling","protected","1yr",0.0686443054975857
"Method_A","8:2","age_cat_nij","Oversampling","protected","1yr",0.0696497599591946
"Method_B","8:2","age_cat_nij","Oversampling","protected","1yr",0.0696497599591946
"Method_C","8:2","age_cat_nij","Oversampling","protected","1yr",0.0696497599591946
"Method_A","1:2","raw_age_year","Male Only","protected","1yr",0.0939756828950753
"Method_B","1:2","raw_age_year","Male Only","protected","1yr",0.0939756828950753
"Method_C","1:2","raw_age_year","Male Only","protected","1yr",0.0939756828950753
"Method_A","6:4","raw_age_year","Male Only","protected","1yr",0.0954855796103623
"Method_B","6:4","raw_age_year","Male Only","protected","1yr",0.0954855796103623
"Method_C","6:4","raw_age_year","Male Only","protected","1yr",0.0954855796103623
"Method_A","7:3","raw_age_year","Male Only","protected","1yr",0.101795809031292
"Method_B","7:3","raw_age_year","Male Only","protected","1yr",0.101795809031292
"Method_C","7:3","raw_age_year","Male Only","protected","1yr",0.101795809031292
"Method_A","8:2","raw_age_year","Male Only","protected","1yr",0.0944762673804141
"Method_B","8:2","raw_age_year","Male Only","protected","1yr",0.0944762673804141
"Method_C","8:2","raw_age_year","Male Only","protected","1yr",0.0944762673804141
"Method_A","1:2","age_cat_compas","Male Only","protected","1yr",0.0939756828950753
"Method_B","1:2","age_cat_compas","Male Only","protected","1yr",0.0939756828950753
"Method_C","1:2","age_cat_compas","Male Only","protected","1yr",0.0939756828950753
"Method_A","6:4","age_cat_compas","Male Only","protected","1yr",0.0954855796103623
"Method_B","6:4","age_cat_compas","Male Only","protected","1yr",0.0954855796103623
"Method_C","6:4","age_cat_compas","Male Only","protected","1yr",0.0954855796103623
"Method_A","7:3","age_cat_compas","Male Only","protected","1yr",0.101795809031292
"Method_B","7:3","age_cat_compas","Male Only","protected","1yr",0.101795809031292
"Method_C","7:3","age_cat_compas","Male Only","protected","1yr",0.101795809031292
"Method_A","8:2","age_cat_compas","Male Only","protected","1yr",0.0944762673804141
"Method_B","8:2","age_cat_compas","Male Only","protected","1yr",0.0944762673804141
"Method_C","8:2","age_cat_compas","Male Only","protected","1yr",0.0944762673804141
"Method_A","1:2","age_cat_nij","Male Only","protected","1yr",0.0939756828950753
"Method_B","1:2","age_cat_nij","Male Only","protected","1yr",0.0939756828950753
"Method_C","1:2","age_cat_nij","Male Only","protected","1yr",0.0939756828950753
"Method_A","6:4","age_cat_nij","Male Only","protected","1yr",0.0954855796103623
"Method_B","6:4","age_cat_nij","Male Only","protected","1yr",0.0954855796103623
"Method_C","6:4","age_cat_nij","Male Only","protected","1yr",0.0954855796103623
"Method_A","7:3","age_cat_nij","Male Only","protected","1yr",0.101795809031292
"Method_B","7:3","age_cat_nij","Male Only","protected","1yr",0.101795809031292
"Method_C","7:3","age_cat_nij","Male Only","protected","1yr",0.101795809031292
"Method_A","8:2","age_cat_nij","Male Only","protected","1yr",0.0944762673804141
"Method_B","8:2","age_cat_nij","Male Only","protected","1yr",0.0944762673804141
"Method_C","8:2","age_cat_nij","Male Only","protected","1yr",0.0944762673804141
"Method_A","1:2","raw_age_year","Female Only","protected","1yr",0.0502156136287727
"Method_B","1:2","raw_age_year","Female Only","protected","1yr",0.0502156136287727
"Method_C","1:2","raw_age_year","Female Only","protected","1yr",0.0502156136287727
"Method_A","6:4","raw_age_year","Female Only","protected","1yr",0.0170565054840516
"Method_B","6:4","raw_age_year","Female Only","protected","1yr",0.0170565054840516
"Method_C","6:4","raw_age_year","Female Only","protected","1yr",0.0170565054840516
"Method_A","7:3","raw_age_year","Female Only","protected","1yr",0.0435553297748664
"Method_B","7:3","raw_age_year","Female Only","protected","1yr",0.0435553297748664
"Method_C","7:3","raw_age_year","Female Only","protected","1yr",0.0435553297748664
"Method_A","8:2","raw_age_year","Female Only","protected","1yr",0.0561237424146389
"Method_B","8:2","raw_age_year","Female Only","protected","1yr",0.0561237424146389
"Method_C","8:2","raw_age_year","Female Only","protected","1yr",0.0561237424146389
"Method_A","1:2","age_cat_compas","Female Only","protected","1yr",0.0502156136287727
"Method_B","1:2","age_cat_compas","Female Only","protected","1yr",0.0502156136287727
"Method_C","1:2","age_cat_compas","Female Only","protected","1yr",0.0502156136287727
"Method_A","6:4","age_cat_compas","Female Only","protected","1yr",0.0170565054840516
"Method_B","6:4","age_cat_compas","Female Only","protected","1yr",0.0170565054840516
"Method_C","6:4","age_cat_compas","Female Only","protected","1yr",0.0170565054840516
"Method_A","7:3","age_cat_compas","Female Only","protected","1yr",0.0435553297748664
"Method_B","7:3","age_cat_compas","Female Only","protected","1yr",0.0435553297748664
"Method_C","7:3","age_cat_compas","Female Only","protected","1yr",0.0435553297748664
"Method_A","8:2","age_cat_compas","Female Only","protected","1yr",0.0561237424146389
"Method_B","8:2","age_cat_compas","Female Only","protected","1yr",0.0561237424146389
"Method_C","8:2","age_cat_compas","Female Only","protected","1yr",0.0561237424146389
"Method_A","1:2","age_cat_nij","Female Only","protected","1yr",0.0502156136287727
"Method_B","1:2","age_cat_nij","Female Only","protected","1yr",0.0502156136287727
"Method_C","1:2","age_cat_nij","Female Only","protected","1yr",0.0502156136287727
"Method_A","6:4","age_cat_nij","Female Only","protected","1yr",0.0170565054840516
"Method_B","6:4","age_cat_nij","Female Only","protected","1yr",0.0170565054840516
"Method_C","6:4","age_cat_nij","Female Only","protected","1yr",0.0170565054840516
"Method_A","7:3","age_cat_nij","Female Only","protected","1yr",0.0435553297748664
"Method_B","7:3","age_cat_nij","Female Only","protected","1yr",0.0435553297748664
"Method_C","7:3","age_cat_nij","Female Only","protected","1yr",0.0435553297748664
"Method_A","8:2","age_cat_nij","Female Only","protected","1yr",0.0561237424146389
"Method_B","8:2","age_cat_nij","Female Only","protected","1yr",0.0561237424146389
"Method_C","8:2","age_cat_nij","Female Only","protected","1yr",0.0561237424146389
"Method_A","1:2","raw_age_year","Weighting","protected","1yr",0.0905902001791317
"Method_B","1:2","raw_age_year","Weighting","protected","1yr",0.0905902001791317
"Method_C","1:2","raw_age_year","Weighting","protected","1yr",0.0905902001791317
"Method_A","6:4","raw_age_year","Weighting","protected","1yr",0.0904502344873593
"Method_B","6:4","raw_age_year","Weighting","protected","1yr",0.0904502344873593
"Method_C","6:4","raw_age_year","Weighting","protected","1yr",0.0904502344873593
"Method_A","7:3","raw_age_year","Weighting","protected","1yr",0.0977217164018269
"Method_B","7:3","raw_age_year","Weighting","protected","1yr",0.0977217164018269
"Method_C","7:3","raw_age_year","Weighting","protected","1yr",0.0977217164018269
"Method_A","8:2","raw_age_year","Weighting","protected","1yr",0.0913707518831782
"Method_B","8:2","raw_age_year","Weighting","protected","1yr",0.0913707518831782
"Method_C","8:2","raw_age_year","Weighting","protected","1yr",0.0913707518831782
"Method_A","1:2","age_cat_compas","Weighting","protected","1yr",0.0905902001791317
"Method_B","1:2","age_cat_compas","Weighting","protected","1yr",0.0905902001791317
"Method_C","1:2","age_cat_compas","Weighting","protected","1yr",0.0905902001791317
"Method_A","6:4","age_cat_compas","Weighting","protected","1yr",0.0904502344873593
"Method_B","6:4","age_cat_compas","Weighting","protected","1yr",0.0904502344873593
"Method_C","6:4","age_cat_compas","Weighting","protected","1yr",0.0904502344873593
"Method_A","7:3","age_cat_compas","Weighting","protected","1yr",0.0977217164018269
"Method_B","7:3","age_cat_compas","Weighting","protected","1yr",0.0977217164018269
"Method_C","7:3","age_cat_compas","Weighting","protected","1yr",0.0977217164018269
"Method_A","8:2","age_cat_compas","Weighting","protected","1yr",0.0913707518831782
"Method_B","8:2","age_cat_compas","Weighting","protected","1yr",0.0913707518831782
"Method_C","8:2","age_cat_compas","Weighting","protected","1yr",0.0913707518831782
"Method_A","1:2","age_cat_nij","Weighting","protected","1yr",0.0905902001791317
"Method_B","1:2","age_cat_nij","Weighting","protected","1yr",0.0905902001791317
"Method_C","1:2","age_cat_nij","Weighting","protected","1yr",0.0905902001791317
"Method_A","6:4","age_cat_nij","Weighting","protected","1yr",0.0904502344873593
"Method_B","6:4","age_cat_nij","Weighting","protected","1yr",0.0904502344873593
"Method_C","6:4","age_cat_nij","Weighting","protected","1yr",0.0904502344873593
"Method_A","7:3","age_cat_nij","Weighting","protected","1yr",0.0977217164018269
"Method_B","7:3","age_cat_nij","Weighting","protected","1yr",0.0977217164018269
"Method_C","7:3","age_cat_nij","Weighting","protected","1yr",0.0977217164018269
"Method_A","8:2","age_cat_nij","Weighting","protected","1yr",0.0913707518831782
"Method_B","8:2","age_cat_nij","Weighting","protected","1yr",0.0913707518831782
"Method_C","8:2","age_cat_nij","Weighting","protected","1yr",0.0913707518831782
"Method_A","1:2","raw_age_year","Undersampling","full","2yr",0.0271171790379745
"Method_B","1:2","raw_age_year","Undersampling","full","2yr",0.0271171790379745
"Method_C","1:2","raw_age_year","Undersampling","full","2yr",0.0271171790379745
"Method_A","6:4","raw_age_year","Undersampling","full","2yr",0.0081831808864643
"Method_B","6:4","raw_age_year","Undersampling","full","2yr",0.0081831808864643
"Method_C","6:4","raw_age_year","Undersampling","full","2yr",0.0081831808864643
"Method_A","7:3","raw_age_year","Undersampling","full","2yr",0.00892176006035617
"Method_B","7:3","raw_age_year","Undersampling","full","2yr",0.00892176006035617
"Method_C","7:3","raw_age_year","Undersampling","full","2yr",0.00892176006035617
"Method_A","8:2","raw_age_year","Undersampling","full","2yr",0.0038997775252666
"Method_B","8:2","raw_age_year","Undersampling","full","2yr",0.0038997775252666
"Method_C","8:2","raw_age_year","Undersampling","full","2yr",0.0038997775252666
"Method_A","1:2","age_cat_compas","Undersampling","full","2yr",0.0271171790379745
"Method_B","1:2","age_cat_compas","Undersampling","full","2yr",0.0271171790379745
"Method_C","1:2","age_cat_compas","Undersampling","full","2yr",0.0271171790379745
"Method_A","6:4","age_cat_compas","Undersampling","full","2yr",0.0081831808864643
"Method_B","6:4","age_cat_compas","Undersampling","full","2yr",0.0081831808864643
"Method_C","6:4","age_cat_compas","Undersampling","full","2yr",0.0081831808864643
"Method_A","7:3","age_cat_compas","Undersampling","full","2yr",0.00892176006035617
"Method_B","7:3","age_cat_compas","Undersampling","full","2yr",0.00892176006035617
"Method_C","7:3","age_cat_compas","Undersampling","full","2yr",0.00892176006035617
"Method_A","8:2","age_cat_compas","Undersampling","full","2yr",0.0038997775252666
